MANDT,VBELN,POSNR,ARKTX,NETWR,WAERK,ERDAT,ERZET,ERZAT,KUNNR_ANA
100,254,10,Laptop MTO- Production-10-Dlfy,30000,GBP,2025-11-28,10:09:13,12:09:13,17100001
100,255,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-01,09:20:57,12:20:57,17100001
100,256,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-01,09:27:13,12:27:13,17100001
100,257,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-12,13:06:22,16:06:22,17100001
100,258,10,Laptop MTO- Production-10-Dlfy,30000,GBP,2025-12-12,13:09:52,15:09:52,17100001
100,259,10,Laptop MTO- Production-10-Dlfy,70000,GBP,2025-12-12,13:12:51,16:12:51,17100001
100,260,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-12,13:18:35,16:18:35,17100001
100,261,10,Laptop MTO- Production-10-Dlfy,20000,GBP,2025-12-12,13:36:06,16:36:06,17100001
100,262,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-15,10:24:13,14:24:13,17100001
100,263,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-18,11:29:10,15:29:10,17100001
100,264,10,Laptop MTO- Production-10-Dlfy,20000,GBP,2025-12-18,11:34:17,14:34:17,17100001
100,265,10,Laptop MTO- Production-10-Dlfy,30000,GBP,2025-12-18,11:55:15,14:55:15,17100001
100,266,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-22,09:01:35,13:01:35,17100001
100,267,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-22,09:07:58,13:07:58,17100001
100,268,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-22,10:40:25,13:40:25,17100001
100,269,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-29,11:49:02,13:49:02,17100001
100,270,10,Laptop MTO- Production-10-Dlfy,20000,GBP,2025-12-29,11:54:25,15:54:25,17100001
100,271,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-30,10:17:43,13:17:43,17100001
100,272,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-30,10:21:25,12:21:25,17100001
100,273,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2025-12-31,10:50:58,12:50:58,17100001
100,274,10,Laptop MTO- Production-10-Dlfy,20000,GBP,2025-12-31,10:55:08,12:55:08,17100001
100,275,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-02,09:39:44,11:39:44,17100001
100,276,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-02,09:49:41,12:49:41,17100001
100,277,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-02,12:56:59,15:56:59,17100001
100,278,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-02,13:03:06,16:03:06,17100001
100,279,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-05,09:32:15,12:32:15,17100001
100,280,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-05,09:42:14,13:42:14,17100001
100,281,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-06,10:30:54,12:30:54,17100001
100,282,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-06,12:28:47,16:28:47,17100001
100,283,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-06,12:31:41,14:31:41,17100001
100,284,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-06,12:50:53,14:50:53,17100001
100,285,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-07,07:14:40,10:14:40,17100001
100,286,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-07,07:19:37,11:19:37,17100001
100,287,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-07,11:08:57,14:08:57,17100001
100,288,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-07,11:15:25,15:15:25,17100001
100,289,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-07,11:17:20,13:17:20,17100001
100,290,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-09,09:19:14,13:19:14,17100001
100,291,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-09,09:23:32,12:23:32,17100001
100,292,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-12,08:38:58,10:38:58,17100001
100,293,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-12,08:41:13,10:41:13,17100001
100,294,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-12,08:48:08,11:48:08,17100001
100,295,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-13,15:00:51,18:00:51,17100001
100,296,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-13,15:25:17,18:25:17,17100001
100,297,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-16,09:29:34,11:29:34,17100001
100,298,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-16,09:33:01,11:33:01,17100001
100,299,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-19,07:15:09,10:15:09,17100001
100,300,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-19,07:19:08,11:19:08,17100001
100,301,10,Laptop MTO- Production-10-Dlfy,100,GBP,2026-01-19,12:08:05,15:08:05,17100001
100,302,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-19,14:56:16,17:56:16,17100001
100,303,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-21,07:08:10,11:08:10,17100001
100,304,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-21,07:11:36,11:11:36,17100001
100,305,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-22,09:46:47,12:46:47,17100001
100,306,10,Laptop MTO- Production-10-Dlfy,20000,GBP,2026-01-22,09:50:40,11:50:40,17100001
100,307,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-23,07:34:14,11:34:14,17100001
100,308,10,Laptop MTO- Production-10-Dlfy,20000,GBP,2026-01-23,07:37:35,09:37:35,17100001
100,309,10,Laptop MTO- Production-10-Dlfy,30000,GBP,2026-01-23,07:40:51,09:40:51,17100001
100,310,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-28,08:45:42,11:45:42,17100001
100,311,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-01-28,08:50:31,11:50:31,17100001
100,312,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-02,15:32:17,19:32:17,17100001
100,313,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-02,15:37:09,19:37:09,17100001
100,314,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-02,15:44:22,18:44:22,17100001
100,315,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-05,09:44:29,13:44:29,17100001
100,316,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-05,09:51:28,12:51:28,17100001
100,317,10,Laptop MTO- Production-10-Dlfy,1000,GBP,2026-02-09,09:40:31,12:40:31,17100001
100,318,10,Laptop MTO- Production-10-Dlfy,500,GBP,2026-02-09,09:56:57,13:56:57,17100001
100,319,10,Laptop MTO- Production-10-Dlfy,500,GBP,2026-02-09,10:02:13,13:02:13,17100001
100,320,10,Laptop MTO- Production-10-Dlfy,1000,GBP,2026-02-09,11:44:39,15:44:39,17100001
100,321,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-09,12:12:29,15:12:29,17100001
100,322,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-09,12:20:04,16:20:04,17100001
100,323,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-10,08:38:31,12:38:31,17100001
100,324,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-10,08:48:22,12:48:22,17100001
100,325,10,Laptop MTO- Production-10-Dlfy,30000,GBP,2026-02-10,09:36:46,13:36:46,17100001
100,326,10,Laptop MTO- Production-10-Dlfy,40000,GBP,2026-02-10,09:42:38,13:42:38,17100001
100,327,10,Laptop MTO- Production-10-Dlfy,20000,GBP,2026-02-10,12:10:48,16:10:48,17100001
100,328,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-10,13:02:20,15:02:20,17100001
100,329,10,Laptop MTO- Production-10-Dlfy,20000,GBP,2026-02-10,13:17:08,17:17:08,17100001
100,330,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-17,13:27:29,17:27:29,17100001
100,331,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-19,08:50:59,12:50:59,17100001
100,332,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-20,12:15:27,15:15:27,17100001
100,333,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-23,11:57:18,13:57:18,17100001
100,334,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-02-24,06:33:15,08:33:15,17100001
100,335,10,Laptop MTO- Production-10-Dlfy,20000,GBP,2026-02-24,06:39:57,10:39:57,17100001
100,336,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-03-23,13:58:26,15:58:26,17100001
100,337,10,Laptop MTO- Production-10-Dlfy,10000,GBP,2026-03-23,14:08:10,17:08:10,17100001
100,338,10,Laptop MTO- Production-10-Dlfy,20000,GBP,2026-03-24,07:00:41,10:00:41,17100001
100,339,10,Laptop MTO- Production-10-Dlfy,20000,GBP,2026-03-24,07:07:40,11:07:40,17100001
100,340,10,Laptop MTO- Production-10-Dlfy,480000,GBP,2026-03-24,07:19:14,10:19:14,17100001
100,341,10,Laptop MTO- Production-10-Dlfy,480000,GBP,2026-03-24,08:03:22,10:03:22,17100001
100,342,10,Laptop MTO- Production-10-Dlfy,490000,GBP,2026-03-24,08:05:06,12:05:06,17100001
100,343,10,Laptop MTO- Production-10-Dlfy,570000,GBP,2026-03-24,08:06:36,10:06:36,17100001
100,344,10,Laptop MTO- Production-10-Dlfy,530000,GBP,2026-03-24,08:08:04,10:08:04,17100001
100,345,10,Laptop MTO- Production-10-Dlfy,510000,GBP,2026-03-24,08:09:22,10:09:22,17100001
100,346,10,Laptop MTO- Production-10-Dlfy,480000,GBP,2026-03-24,08:11:35,10:11:35,17100001
100,347,10,Laptop MTO- Production-10-Dlfy,500000,GBP,2026-03-24,09:43:40,13:43:40,17100001
100,348,10,Laptop MTO- Production-10-Dlfy,550000,GBP,2026-03-24,09:46:23,13:46:23,17100001
100,349,10,Laptop MTO- Production-10-Dlfy,580000,GBP,2026-03-24,09:48:19,13:48:19,17100001
100,350,10,Laptop MTO- Production-10-Dlfy,600000,GBP,2026-03-24,09:49:23,11:49:23,17100001
100,351,10,Laptop MTO- Production-10-Dlfy,550000,GBP,2026-03-24,09:50:42,11:50:42,17100001
100,352,10,Laptop MTO- Production-10-Dlfy,100000,GBP,2026-03-24,12:47:50,16:47:50,17100001
100,353,10,Laptop MTO- Production-10-Dlfy,90000,GBP,2026-03-24,12:51:03,16:51:03,17100001
100,354,10,Laptop MTO- Production-10-Dlfy,80000,GBP,2026-03-24,12:54:27,14:54:27,17100001
100,355,10,Laptop MTO- Production-10-Dlfy,70000,GBP,2026-03-24,12:57:01,16:57:01,17100001
100,356,10,Laptop MTO- Production-10-Dlfy,60000,GBP,2026-03-24,13:02:29,15:02:29,17100001
100,357,10,Laptop MTO- Production-10-Dlfy,100000,GBP,2026-03-24,13:09:18,15:09:18,17100001
100,358,10,Laptop MTO- Production-10-Dlfy,120000,GBP,2026-03-24,13:11:00,17:11:00,17100001
100,359,10,Laptop MTO- Production-10-Dlfy,130000,GBP,2026-03-24,13:12:26,15:12:26,17100001
100,360,10,Laptop MTO- Production-10-Dlfy,140000,GBP,2026-03-24,13:14:03,16:14:03,17100001
100,361,10,Laptop MTO- Production-10-Dlfy,150000,GBP,2026-03-24,13:15:36,16:15:36,17100001
100,362,10,Laptop MTO- Production-10-Dlfy,160000,GBP,2026-03-24,13:16:38,16:16:38,17100001
100,363,10,Laptop MTO- Production-10-Dlfy,170000,GBP,2026-03-24,13:17:36,15:17:36,17100001
100,364,10,Laptop MTO- Production-10-Dlfy,190000,GBP,2026-03-24,13:18:34,17:18:34,17100001
100,365,10,Laptop MTO- Production-10-Dlfy,100000,GBP,2026-03-24,13:20:47,15:20:47,17100001
100,366,10,Laptop MTO- Production-10-Dlfy,110000,GBP,2026-03-24,13:23:32,17:23:32,17100001
100,367,10,Laptop MTO- Production-10-Dlfy,100000,GBP,2026-03-25,07:36:35,09:36:35,17100001
100,368,10,Laptop MTO- Production-10-Dlfy,90000,GBP,2026-03-25,07:38:12,09:38:12,17100001
100,369,10,Laptop MTO- Production-10-Dlfy,80000,GBP,2026-03-25,07:43:20,11:43:20,17100001
100,370,10,Laptop MTO- Production-10-Dlfy,70000,GBP,2026-03-25,07:54:13,11:54:13,17100001
100,371,10,Laptop MTO- Production-10-Dlfy,60000,GBP,2026-03-25,07:57:38,10:57:38,17100001
100,372,10,Laptop MTO- Production-10-Dlfy,110000,GBP,2026-03-25,07:59:49,11:59:49,17100001
100,373,10,Laptop MTO- Production-10-Dlfy,120000,GBP,2026-03-25,08:04:32,11:04:32,17100001
100,374,10,Laptop MTO- Production-10-Dlfy,130000,GBP,2026-03-25,08:05:39,12:05:39,17100001
100,375,10,Laptop MTO- Production-10-Dlfy,140000,GBP,2026-03-25,08:06:42,11:06:42,17100001
100,376,10,Laptop MTO- Production-10-Dlfy,150000,GBP,2026-03-25,08:07:52,10:07:52,17100001
100,377,10,Laptop MTO- Production-10-Dlfy,160000,GBP,2026-03-25,08:08:42,11:08:42,17100001
100,378,10,Laptop MTO- Production-10-Dlfy,170000,GBP,2026-03-25,08:09:43,11:09:43,17100001
100,379,10,Laptop MTO- Production-10-Dlfy,180000,GBP,2026-03-25,08:10:42,10:10:42,17100001
100,380,10,Laptop MTO- Production-10-Dlfy,190000,GBP,2026-03-25,08:14:38,10:14:38,17100001
100,381,10,Laptop MTO- Production-10-Dlfy,200000,GBP,2026-03-25,08:16:26,10:16:26,17100001
100,382,10,Laptop MTO- Production-10-Dlfy,100000,GBP,2026-03-25,15:21:45,19:21:45,17100001
100,383,10,Laptop MTO- Production-10-Dlfy,110000,GBP,2026-03-25,15:23:34,19:23:34,17100001
100,384,10,Laptop MTO- Production-10-Dlfy,120000,GBP,2026-03-25,15:24:27,17:24:27,17100001
100,385,10,Laptop MTO- Production-10-Dlfy,480000,GBP,2026-03-25,15:26:24,19:26:24,17100001
100,386,10,Laptop MTO- Production-10-Dlfy,130000,GBP,2026-03-25,15:28:21,18:28:21,17100001
100,387,10,Laptop MTO- Production-10-Dlfy,570000,GBP,2026-03-25,15:30:43,19:30:43,17100001
100,388,10,Laptop MTO- Production-10-Dlfy,530000,GBP,2026-03-26,05:36:40,09:36:40,17100001
100,389,10,Laptop MTO- Production-10-Dlfy,510000,GBP,2026-03-26,05:41:04,09:41:04,17100001
100,390,10,Laptop MTO- Production-10-Dlfy,480000,GBP,2026-03-26,05:44:42,07:44:42,17100001
100,391,10,Laptop MTO- Production-10-Dlfy,500000,GBP,2026-03-26,05:47:24,09:47:24,17100001
100,392,10,Laptop MTO- Production-10-Dlfy,550000,GBP,2026-03-26,05:49:15,09:49:15,17100001
100,393,10,Laptop MTO- Production-10-Dlfy,580000,GBP,2026-03-26,05:51:32,09:51:32,17100001
100,394,10,Laptop MTO- Production-10-Dlfy,600000,GBP,2026-03-26,05:57:25,07:57:25,17100001
100,395,10,Laptop MTO- Production-10-Dlfy,550000,GBP,2026-03-26,05:59:58,08:59:58,17100001
100,396,10,Laptop MTO- Production-10-Dlfy,100000,GBP,2026-03-26,08:36:09,12:36:09,17100001
100,397,10,Laptop MTO- Production-10-Dlfy,90000,GBP,2026-03-26,08:59:32,11:59:32,17100001
100,398,10,Laptop MTO- Production-10-Dlfy,80000,GBP,2026-03-26,09:13:15,11:13:15,17100001
100,399,10,Laptop MTO- Production-10-Dlfy,70000,GBP,2026-03-26,09:18:41,13:18:41,17100001
100,400,10,Laptop MTO- Production-10-Dlfy,60000,GBP,2026-03-26,09:33:13,12:33:13,17100001
100,401,10,Laptop MTO- Production-10-Dlfy,300000,GBP,2026-03-26,09:41:32,13:41:32,17100001
100,402,10,Laptop MTO- Production-10-Dlfy,400000,GBP,2026-03-26,09:42:52,12:42:52,17100001
100,403,10,Laptop MTO- Production-10-Dlfy,500000,GBP,2026-03-26,09:44:25,11:44:25,17100001
100,404,10,Laptop MTO- Production-10-Dlfy,120000,GBP,2026-03-26,09:49:24,12:49:24,17100001
100,405,10,Laptop MTO- Production-10-Dlfy,320000,GBP,2026-03-26,09:51:15,13:51:15,17100001
100,406,10,Laptop MTO- Production-10-Dlfy,1000,GBP,2026-04-08,12:14:11,15:14:11,17100001
100,407,10,Laptop MTO- Production-10-Dlfy,1000,GBP,2026-04-09,06:35:52,10:35:52,17100001
100,408,10,Laptop MTO- Production-10-Dlfy,90000,GBP,2026-04-17,09:13:47,13:13:47,17100001
100,409,10,Laptop MTO- Production-10-Dlfy,80000,GBP,2026-04-17,09:24:56,12:24:56,17100001
100,410,10,Laptop MTO- Production-10-Dlfy,70000,GBP,2026-04-17,09:31:21,11:31:21,17100001
100,411,10,Laptop MTO- Production-10-Dlfy,60000,GBP,2026-04-17,09:36:53,11:36:53,17100001
100,412,10,Laptop MTO- Production-10-Dlfy,50000,GBP,2026-04-17,09:48:05,12:48:05,17100001
100,413,10,Laptop MTO- Production-10-Dlfy,160000,GBP,2026-04-17,09:54:57,13:54:57,17100001
100,414,10,Laptop MTO- Production-10-Dlfy,170000,GBP,2026-04-17,09:57:19,12:57:19,17100001
100,415,10,Laptop MTO- Production-10-Dlfy,180000,GBP,2026-04-17,09:59:52,11:59:52,17100001
100,416,10,Laptop MTO- Production-10-Dlfy,190000,GBP,2026-04-17,10:02:02,12:02:02,17100001
100,417,10,Laptop MTO- Production-10-Dlfy,200000,GBP,2026-04-17,10:04:27,14:04:27,17100001
100,418,10,Laptop MTO- Production-10-Dlfy,210000,GBP,2026-04-17,10:07:42,13:07:42,17100001
100,419,10,Laptop MTO- Production-10-Dlfy,90000,GBP,2026-04-17,10:17:07,14:17:07,17100001
100,420,10,Laptop MTO- Production-10-Dlfy,80000,GBP,2026-04-17,11:43:54,13:43:54,17100001
100,421,10,Laptop MTO- Production-10-Dlfy,70000,GBP,2026-04-17,11:50:17,14:50:17,17100001
100,422,10,Laptop MTO- Production-10-Dlfy,60000,GBP,2026-04-17,11:57:04,13:57:04,17100001
100,423,10,Laptop MTO- Production-10-Dlfy,50000,GBP,2026-04-17,12:02:17,14:02:17,17100001
100,424,10,Laptop MTO- Production-10-Dlfy,160000,GBP,2026-04-17,12:08:20,15:08:20,17100001
100,425,10,Laptop MTO- Production-10-Dlfy,210000,GBP,2026-04-17,12:11:31,16:11:31,17100001
100,426,10,Laptop MTO- Production-10-Dlfy,220000,GBP,2026-04-17,12:15:57,15:15:57,17100001
100,427,10,Laptop MTO- Production-10-Dlfy,230000,GBP,2026-04-17,12:21:52,15:21:52,17100001
100,428,10,Laptop MTO- Production-10-Dlfy,240000,GBP,2026-04-17,12:25:12,15:25:12,17100001
100,429,10,Laptop MTO- Production-10-Dlfy,60000,GBP,2026-04-17,13:14:54,16:14:54,17100001
100,430,10,Laptop MTO- Production-10-Dlfy,90000,GBP,2026-04-20,10:58:59,12:58:59,17100001
100,431,10,Laptop MTO- Production-10-Dlfy,80000,GBP,2026-04-20,11:08:13,15:08:13,17100001
100,432,10,Laptop MTO- Production-10-Dlfy,70000,GBP,2026-04-20,11:13:15,13:13:15,17100001
100,433,10,Laptop MTO- Production-10-Dlfy,60000,GBP,2026-04-20,11:17:03,15:17:03,17100001
100,434,10,Laptop MTO- Production-10-Dlfy,190000,GBP,2026-04-20,11:23:59,14:23:59,17100001
100,435,10,Laptop MTO- Production-10-Dlfy,430000,GBP,2026-04-20,11:27:21,14:27:21,17100001
100,436,10,Laptop MTO- Production-10-Dlfy,160000,GBP,2026-04-20,11:29:34,14:29:34,17100001
100,437,10,Laptop MTO- Production-10-Dlfy,210000,GBP,2026-04-20,11:31:26,13:31:26,17100001
100,438,10,Laptop MTO- Production-10-Dlfy,50000,GBP,2026-04-20,11:34:12,14:34:12,17100001
100,439,10,Laptop MTO- Production-10-Dlfy,100000,GBP,2026-04-21,09:06:32,12:06:32,17100001
100,440,10,Laptop MTO- Production-10-Dlfy,90000,GBP,2026-04-21,10:44:55,14:44:55,17100001
100,441,10,Laptop MTO- Production-10-Dlfy,80000,GBP,2026-04-21,10:52:09,14:52:09,17100001
100,442,10,Laptop MTO- Production-10-Dlfy,70000,GBP,2026-04-21,11:00:34,13:00:34,17100001
100,443,10,Laptop MTO- Production-10-Dlfy,60000,GBP,2026-04-21,11:05:58,14:05:58,17100001
100,444,10,Laptop MTO- Production-10-Dlfy,210000,GBP,2026-04-21,11:23:57,14:23:57,17100001
100,445,10,Laptop MTO- Production-10-Dlfy,410000,GBP,2026-04-21,11:26:37,15:26:37,17100001
100,446,10,Laptop MTO- Production-10-Dlfy,310000,GBP,2026-04-21,11:28:46,15:28:46,17100001
100,447,10,Laptop MTO- Production-10-Dlfy,90000,GBP,2026-04-22,04:58:28,06:58:28,17100001
100,448,10,Laptop MTO- Production-10-Dlfy,100000,GBP,2026-04-22,05:55:02,08:55:02,17100001
100,449,10,Laptop MTO- Production-10-Dlfy,80000,GBP,2026-04-22,08:37:12,11:37:12,17100001
100,450,10,Laptop MTO- Production-10-Dlfy,70000,GBP,2026-04-22,08:49:57,10:49:57,17100001
100,451,10,Laptop MTO- Production-10-Dlfy,60000,GBP,2026-04-22,08:55:36,10:55:36,17100001
100,452,10,Laptop MTO- Production-10-Dlfy,210000,GBP,2026-04-22,09:06:46,11:06:46,17100001
100,453,10,Laptop MTO- Production-10-Dlfy,110000,GBP,2026-04-22,09:12:01,13:12:01,17100001
100,454,10,Laptop MTO- Production-10-Dlfy,320000,GBP,2026-04-22,09:14:11,11:14:11,17100001
100,455,10,Laptop MTO- Production-10-Dlfy,200000,GBP,2026-04-22,09:17:22,12:17:22,17100001
100,456,10,Laptop MTO- Production-10-Dlfy,90000,GBP,2026-04-22,10:52:16,14:52:16,17100001
100,457,10,Laptop MTO- Production-10-Dlfy,70000,GBP,2026-04-22,12:04:26,16:04:26,17100001
100,458,10,Laptop MTO- Production-10-Dlfy,50000,GBP,2026-04-22,13:05:17,16:05:17,17100001
100,459,10,Laptop MTO- Production-10-Dlfy,70000,GBP,2026-04-28,11:05:43,15:05:43,17100001
100,460,10,Laptop MTO- Production-10-Dlfy,50000,GBP,2026-04-29,08:48:10,11:48:10,17100001
100,461,10,Laptop MTO- Production-10-Dlfy,50000,GBP,2026-04-29,09:17:58,11:17:58,17100001
100,462,10,Laptop MTO- Production-10-Dlfy,70000,GBP,2026-05-04,12:15:33,14:15:33,17100001
100,463,10,Laptop MTO- Production-10-Dlfy,80000,GBP,2026-05-04,12:17:12,15:17:12,17100001
100,464,10,Laptop MTO- Production-10-Dlfy,90000,GBP,2026-05-04,12:18:46,16:18:46,17100001
100,465,10,Laptop MTO- Production-10-Dlfy,100000,GBP,2026-05-04,12:19:20,14:19:20,17100001
100,466,10,Laptop MTO- Production-10-Dlfy,110000,GBP,2026-05-04,12:20:17,16:20:17,17100001
